date,mkt,smb,hml,mom,rf
1975-01-01,-0.040798741973879456,-0.03308498913089027,0.00409301825619663,0.03919133914728553,0.0026862956593646323
1975-02-01,-0.021612448305334337,0.005257001767567845,-0.018453132276200584,0.016019559580827427,0.0039112492649090325
1975-03-01,-0.04036244458081353,-0.042900503417721246,0.030294949131720206,-0.06048617513998797,0.0023819259809602774
1975-04-01,-0.0641667303344417,-0.02934414849731744,0.02778447268286954,-0.007947341924428704,0.0030298220194263366
1975-05-01,0.016073120138925756,-0.020771636031628998,0.002815116063832322,0.003820942872885428,0.001962003977626101
1975-06-01,0.01675680114020467,0.028662111197638236,-0.0036495389049671307,-0.016701977617366977,0.004056670847796906
1975-07-01,0.08273567412927424,-0.00874093946354443,0.0009532518072822372,0.07892330853802211,0.0044385718918773616
1975-08-01,-0.023875226575961615,-0.011383858765070278,0.0011611870442134894,0.030832273771306404,0.004403548022629733
1975-09-01,0.019524526533047176,0.06309546797774863,0.0019271821843528827,0.0737123960586551,0.003818541697857889
1975-10-01,0.020272066067366073,0.013426337412850133,-0.0012519739439871853,0.02044441255930366,0.0014883905052479086
1975-11-01,-0.005222690250648989,0.013008829824719608,0.01152103012317939,0.01170661614840373,0.002870069504160724
1975-12-01,0.03969501149373542,-0.00896072310147202,0.026043149880008085,-0.037156695245291964,0.0031890399915222734
1976-01-01,0.04108531340828214,-0.01598752169674011,-0.031477544280358725,0.008372617593435203,0.0031950570306190623
1976-02-01,0.0209334992838893,-0.06527859964053166,-0.026269253077761318,0.00842658843242113,0.003912471826984755
1976-03-01,-0.005303786727150798,0.03253095648963031,-0.04650702285502218,-0.05782146643364319,0.005938312058556529
1976-04-01,-0.009888854884954074,0.016397600878447754,0.02932552461037038,-0.018097318548978954,0.0050181443190269
1976-05-01,-0.05534892544586766,-0.0030541457896158136,0.01145937550252343,-0.007717564728785394,0.002318723330226958
1976-06-01,-0.03006630003779612,-0.0017540277569239276,0.018852757962050347,0.027647018114674633,0.004817604312944951
1976-07-01,-0.021790338575575954,0.025320472130092708,-0.03725544891254058,0.029944805375313896,0.004760453551498604
1976-08-01,-0.04437872930932454,-0.04569601226547544,0.05596349556352401,-0.020103287134329833,0.002590898790572653
1976-09-01,0.025996578500944893,-0.01578632127816797,-0.013456676336215372,0.030305740922010476,0.0050732988839531585
1976-10-01,0.060048254104415444,-0.03272538874966844,0.00907796840622642,-0.0009397886087288152,0.003559435046082105
1976-11-01,-0.034662809454811754,0.05741678775708913,0.028977155159672783,-0.1299417611930379,0.0016850697649783328
1976-12-01,0.018954864608508672,0.02964532148745232,-0.024422412918086084,-0.015465697533674029,0.0044828040869557126
1977-01-01,-0.04033500127883696,-0.06578347187519629,-0.011643406396867336,0.05959145472683417,0.004125442735421787
1977-02-01,-0.0075214976922622955,-0.044426610425839244,0.009395981463425351,-0.07292667631812862,0.0034584835562212583
1977-03-01,-0.02486483106299991,-0.0016027158740820747,0.08706671918847647,0.01320917761994593,0.003743820372525051
1977-04-01,0.033285304187289866,-0.012145646574245165,0.012932617542708705,0.08389253828089378,0.002721371781667307
1977-05-01,-0.02434546782289802,-0.03855584845038353,0.05078447336829083,-0.028709421744503076,0.004715195755695664
1977-06-01,0.0517247186167991,0.06278762936716517,0.03916452121056671,0.007903155860528923,0.003734824048236611
1977-07-01,-0.004857434814798956,0.012188737333459956,0.014872291058341043,-0.054792780346940226,0.004049673265922342
1977-08-01,-0.023032166931767385,0.017219306008755837,-0.024486677377289684,0.08590709479985147,0.0043357128866433085
1977-09-01,-0.050198736805532336,-0.01895246342619863,0.03493285471372881,0.0038000339041625144,0.0020681215783605123
1977-10-01,0.01759420296329074,0.024890498562518074,-0.039245199907793356,0.010038088454112873,0.002458575467176922
1977-11-01,0.04648482810017811,-0.009293415590442364,0.05062537858663566,0.07280642234426987,0.00048508331057568613
1977-12-01,0.01849945654415934,-0.006283638384932481,0.010000153938329403,0.039550962942983096,0.004647113387735611
1978-01-01,0.10694742498864906,0.021441060754583054,-0.07265648287164711,-0.034230179159843506,0.0019816849643798503
1978-02-01,0.07054043536116882,-0.04799892451686929,-0.005674676755923328,-0.023269340356191163,0.003998854564843479
1978-03-01,-0.007638749412265702,0.05200786365538046,0.02316448680676527,0.031556702617118335,0.004356482337409329
1978-04-01,-0.008111234521318116,0.008154065656440149,-0.0026736923181532347,-0.02215781064302112,0.004703529258338781
1978-05-01,0.027336352376840893,0.04220927047219316,0.024935168518813625,-0.09382767898178529,0.0019939746292459114
1978-06-01,-0.03151086311915583,-0.03083801245518337,-0.02045070086365657,0.005244441665324267,0.0037022575727889634
1978-07-01,0.058682973793961896,-0.026118118844873986,-0.03367348881084061,-0.06325020773399086,0.006305420631181623
1978-08-01,0.022472023482961265,-0.033518906869594176,0.0021280833116194436,0.08538152417105885,0.006371472019976475
1978-09-01,0.017740650988633973,0.010259227852610004,0.0051154043514075286,0.01628580661263133,0.005280984641040426
1978-10-01,0.03711291504968673,0.004545482359465629,-0.005903146180807321,-0.03564840272369162,0.004306239708228259
1978-11-01,0.08372734475160765,-0.011896766396166596,0.039791443252623585,-0.02573435590379778,0.0022923404167319336
1978-12-01,0.013892990848437732,-0.028936144979443666,-0.02045601387903267,-0.08289108421794818,0.00487793243808658
1979-01-01,0.001113183310787704,-0.036764484361656115,0.013281802612638133,-0.044974170565464176,0.0035629681568797385
1979-02-01,0.07409238304951601,0.0009969990854096645,0.006171129163745131,0.05658351372195356,0.004640792412909267
1979-03-01,0.049739768719601084,-0.011933190167246603,-0.04094476261194641,0.1149257349836348,0.002850734817721825
1979-04-01,-0.008244092817267502,-0.018753816763106133,-0.03405187532638685,0.04266703263355001,0.003540600330740107
1979-05-01,0.006433390189655904,0.0504597740700799,0.0045454194712103105,0.0033819581461906004,0.004046221040114637
1979-06-01,0.014992141217245937,-5.209602397475118e-05,0.061654799961921955,-0.012934050031387995,0.004169417137240787
1979-07-01,0.022481582507224228,0.04187133095173468,0.020998824545065516,-0.03811179905166539,0.004540584071690373
1979-08-01,-0.05484699329226013,-0.014030817663163593,-0.04584340992919434,0.10666876316830755,0.002931207523212651
